City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
223,padang,ID,2021-01-17 06:31:10,-0.9492,100.3543,89.6,58,40,8.05,light rain
224,mount gambier,AU,2021-01-17 06:33:56,-37.8333,140.7667,68.0,45,0,14.97,clear sky
225,siniscola,IT,2021-01-17 06:42:13,40.5719,9.6922,48.2,76,40,23.02,scattered clouds
226,tasiilaq,GL,2021-01-17 06:33:52,65.6145,-37.6368,26.6,93,40,3.44,scattered clouds
227,georgetown,MY,2021-01-17 06:29:29,5.4112,100.3354,87.01,70,20,9.22,few clouds
228,mecca,SA,2021-01-17 06:42:13,21.4267,39.8261,72.19,63,4,5.97,clear sky
229,los llanos de aridane,ES,2021-01-17 06:33:54,28.6585,-17.9182,64.4,59,90,9.22,overcast clouds
230,zhigansk,RU,2021-01-17 06:42:13,66.7697,123.3711,-41.6,81,91,5.12,overcast clouds
231,rocha,UY,2021-01-17 06:33:57,-34.4833,-54.3333,65.86,96,0,6.87,clear sky
232,burns lake,CA,2021-01-17 06:42:13,54.2331,-125.7533,30.2,93,98,2.3,overcast clouds
233,port lincoln,AU,2021-01-17 06:34:00,-34.7333,135.8667,66.09,64,38,14.41,scattered clouds
234,cocal,BR,2021-01-17 06:42:13,-28.6167,-49.35,71.76,92,87,2.82,overcast clouds
235,cayenne,GF,2021-01-17 06:30:05,4.9333,-52.3333,77.0,100,75,2.3,light rain
236,bandarbeyla,SO,2021-01-17 06:34:06,9.4942,50.8122,78.24,59,0,11.41,clear sky
237,brownwood,US,2021-01-17 06:37:48,31.7093,-98.9912,37.4,56,75,4.61,broken clouds
238,manggar,ID,2021-01-17 06:42:13,-2.8833,108.2667,77.36,88,100,8.41,overcast clouds
239,kailua,US,2021-01-17 06:42:13,21.4022,-157.7394,77.0,73,40,6.91,scattered clouds
240,minador do negrao,BR,2021-01-17 06:42:13,-9.3053,-36.8647,68.5,92,43,4.29,scattered clouds
241,ashland,US,2021-01-17 06:42:13,40.8167,-82.2665,32.0,93,90,8.05,overcast clouds
242,urdoma,RU,2021-01-17 06:42:13,61.7533,48.5442,-9.94,90,4,4.47,clear sky
243,labuhan,ID,2021-01-17 06:34:09,-6.8844,112.2051,83.44,77,21,13.98,light rain
244,chuy,UY,2021-01-17 06:33:59,-33.6971,-53.4616,66.43,91,1,3.74,clear sky
245,maniitsoq,GL,2021-01-17 06:33:50,65.4167,-52.9,22.71,97,100,9.28,snow
246,ampanihy,MG,2021-01-17 06:42:14,-24.7,44.75,94.96,35,90,6.89,overcast clouds
247,husavik,IS,2021-01-17 06:33:52,66.0449,-17.3389,33.8,100,90,3.44,light snow
248,cape town,ZA,2021-01-17 06:28:53,-33.9258,18.4232,73.0,73,0,5.75,clear sky
249,bengkulu,ID,2021-01-17 06:34:01,-3.8004,102.2655,85.35,61,100,7.38,moderate rain
250,cidreira,BR,2021-01-17 06:33:51,-30.1811,-50.2056,73.18,89,100,6.87,overcast clouds
251,olafsvik,IS,2021-01-17 06:34:00,64.8945,-23.7142,35.33,93,100,14.76,light snow
252,tuktoyaktuk,CA,2021-01-17 06:33:58,69.4541,-133.0374,-2.2,78,90,5.75,light snow
253,ibotirama,BR,2021-01-17 06:39:19,-12.1853,-43.2206,67.93,91,100,2.48,overcast clouds
254,buraydah,SA,2021-01-17 06:42:13,26.326,43.975,57.2,58,0,6.91,clear sky
255,verkhnevilyuysk,RU,2021-01-17 06:42:14,63.4453,120.3167,-39.78,80,100,5.86,overcast clouds
256,parry sound,CA,2021-01-17 06:30:08,45.3501,-80.033,33.8,80,100,10.89,light snow
257,mehamn,NO,2021-01-17 06:33:49,71.0357,27.8492,35.67,87,100,14.5,overcast clouds
258,norman wells,CA,2021-01-17 06:34:19,65.282,-126.8329,-7.6,84,1,5.75,clear sky
259,tanout,NE,2021-01-17 06:33:48,14.9709,8.8879,66.13,24,0,8.84,clear sky
260,wilmington,US,2021-01-17 06:34:09,34.2257,-77.9447,39.99,60,1,10.36,clear sky
261,tokmak,UA,2021-01-17 06:42:14,47.2514,35.7058,17.4,93,100,14.03,overcast clouds
262,nemuro,JP,2021-01-17 06:42:14,43.3236,145.575,19.4,58,75,3.44,broken clouds
263,college,US,2021-01-17 06:32:43,64.8569,-147.8028,12.99,71,75,4.47,broken clouds
264,dwarka,IN,2021-01-17 06:34:15,22.2394,68.9678,77.56,31,0,3.51,clear sky
265,aksarka,RU,2021-01-17 06:33:14,66.5606,67.7975,-10.07,89,100,17.22,overcast clouds
266,pacifica,US,2021-01-17 06:42:14,37.6138,-122.4869,57.0,87,1,3.44,clear sky
267,kenai,US,2021-01-17 06:34:15,60.5544,-151.2583,36.0,64,75,20.71,broken clouds
268,panguna,PG,2021-01-17 06:42:14,-6.3164,155.4848,77.05,81,100,3.87,overcast clouds
269,brigantine,US,2021-01-17 06:42:14,39.4101,-74.3646,37.99,70,1,11.5,clear sky
270,ahipara,NZ,2021-01-17 06:34:16,-35.1667,173.1667,67.66,86,47,8.5,scattered clouds
271,salgar,CO,2021-01-17 06:42:15,5.965,-75.9654,57.2,94,75,3.44,broken clouds
272,emba,KZ,2021-01-17 06:42:15,48.8264,58.1442,17.71,94,0,7.09,clear sky
273,boddam,GB,2021-01-17 06:42:15,57.4667,-1.7833,37.4,75,0,10.36,clear sky
274,athens,GR,2021-01-17 06:39:44,37.9795,23.7162,35.01,55,20,17.27,few clouds
275,anderson,US,2021-01-17 06:39:09,34.5334,-82.6499,34.0,64,1,5.75,clear sky
276,pardi,IN,2021-01-17 06:42:15,20.5167,72.95,80.6,61,0,2.84,haze
277,poso,ID,2021-01-17 06:42:15,-1.3959,120.7524,81.0,77,100,3.8,overcast clouds
278,northam,GB,2021-01-17 06:42:15,51.0333,-4.2167,45.0,82,7,7.0,clear sky
279,camana,PE,2021-01-17 06:42:15,-16.6228,-72.7111,69.44,78,70,4.85,broken clouds
280,provideniya,RU,2021-01-17 06:33:56,64.3833,-173.3,-8.61,84,88,9.57,overcast clouds
281,ambo,PE,2021-01-17 06:42:15,-10.1308,-76.2047,61.66,60,100,3.06,light rain
282,kieta,PG,2021-01-17 06:34:18,-6.2167,155.6333,83.82,69,100,6.67,overcast clouds
283,egvekinot,RU,2021-01-17 06:33:59,66.3167,-179.1667,-15.74,86,100,13.35,overcast clouds
284,paamiut,GL,2021-01-17 06:34:18,61.994,-49.6678,28.89,98,100,20.13,snow
285,gasa,PS,2021-01-17 06:42:15,31.5,34.4667,57.0,55,0,4.0,clear sky
286,lakes entrance,AU,2021-01-17 06:42:16,-37.8811,147.981,72.0,42,0,11.01,clear sky
287,clyde river,CA,2021-01-17 06:34:10,70.4692,-68.5914,5.0,85,90,23.02,light snow
288,north bend,US,2021-01-17 06:33:49,43.4065,-124.2243,50.0,100,1,2.28,mist
289,nabire,ID,2021-01-17 06:34:18,-3.3667,135.4833,83.82,70,100,1.68,overcast clouds
290,maceio,BR,2021-01-17 06:41:55,-9.6658,-35.7353,73.4,94,75,3.44,broken clouds
291,sumbe,AO,2021-01-17 06:42:16,-11.2061,13.8437,78.06,68,0,4.85,clear sky
292,sungaipenuh,ID,2021-01-17 06:42:16,-2.0833,101.3833,81.14,50,100,4.9,overcast clouds
293,necochea,AR,2021-01-17 06:34:19,-38.5473,-58.7368,62.01,80,92,13.76,light rain
294,arraial do cabo,BR,2021-01-17 06:33:49,-22.9661,-42.0278,75.13,84,0,27.98,clear sky
295,amalapuram,IN,2021-01-17 06:42:16,16.5833,82.0167,82.4,57,20,5.75,haze
296,thanh hoa,VN,2021-01-17 06:42:16,19.8,105.7667,58.08,64,100,17.52,overcast clouds
297,changli,CN,2021-01-17 06:42:16,39.7042,119.1506,30.99,83,82,15.48,broken clouds
298,ambon,ID,2021-01-17 06:34:12,-3.6954,128.1814,89.6,62,40,10.36,light rain
299,saint-augustin,CA,2021-01-17 06:34:22,51.226,-58.6502,24.19,93,100,11.92,overcast clouds
300,baykit,RU,2021-01-17 06:33:49,61.67,96.37,-25.15,80,100,4.97,overcast clouds
301,norilsk,RU,2021-01-17 06:42:16,69.3535,88.2027,-24.14,68,0,6.96,clear sky
302,vardo,NO,2021-01-17 06:34:00,70.3705,31.1107,33.85,92,100,11.74,snow
303,andenes,NO,2021-01-17 06:42:16,69.3143,16.1194,33.8,93,75,10.36,broken clouds
304,te anau,NZ,2021-01-17 06:33:55,-45.4167,167.7167,56.52,81,67,2.59,light rain
305,kavaratti,IN,2021-01-17 06:34:04,10.5669,72.642,82.33,72,0,8.5,clear sky
306,tuatapere,NZ,2021-01-17 06:34:09,-46.1333,167.6833,53.08,86,100,12.84,overcast clouds
307,talakan,RU,2021-01-17 06:42:17,50.3167,130.3667,-5.08,88,100,2.51,overcast clouds
308,joshimath,IN,2021-01-17 06:42:17,30.5667,79.5667,64.04,22,0,6.51,clear sky
309,roebourne,AU,2021-01-17 06:42:17,-20.7833,117.1333,101.7,26,72,8.63,broken clouds
310,coihaique,CL,2021-01-17 06:42:17,-45.5752,-72.0662,51.49,85,100,7.0,overcast clouds
311,sitka,US,2021-01-17 06:42:17,57.0531,-135.33,44.6,81,90,10.36,moderate rain
312,adrar,MR,2021-01-17 06:34:15,20.5022,-10.0711,55.06,31,82,13.51,broken clouds
313,dingle,PH,2021-01-17 06:34:15,10.9995,122.6711,81.03,83,100,10.74,overcast clouds
314,jatai,BR,2021-01-17 06:42:17,-17.8814,-51.7144,67.84,95,100,4.85,light rain
315,humaita,BR,2021-01-17 06:42:17,-7.5061,-63.0208,73.04,97,100,2.35,overcast clouds
316,shimoda,JP,2021-01-17 06:42:17,34.6667,138.95,51.8,58,75,9.22,broken clouds
317,kanye,BW,2021-01-17 06:42:17,-24.9667,25.3327,79.92,44,84,9.71,broken clouds
318,ust-tsilma,RU,2021-01-17 06:42:17,65.441,52.1498,-12.8,89,93,3.04,overcast clouds
319,saint george,US,2021-01-17 06:33:55,37.1041,-113.5841,50.0,37,1,3.62,clear sky
320,natal,BR,2021-01-17 06:42:17,-5.795,-35.2094,78.8,73,20,9.22,few clouds
321,kamalapuram,IN,2021-01-17 06:42:17,14.5833,78.65,82.4,61,20,13.8,haze
322,san policarpo,PH,2021-01-17 06:42:18,12.1791,125.5072,81.95,75,88,10.42,overcast clouds
323,at-bashi,KG,2021-01-17 06:42:18,41.1702,75.8106,26.28,80,0,1.07,clear sky
324,wuhu,CN,2021-01-17 06:42:18,31.3366,118.3755,44.6,33,20,8.95,few clouds
325,chaman,PK,2021-01-17 06:42:18,30.9236,66.4512,57.36,27,0,1.79,clear sky
326,pevek,RU,2021-01-17 06:33:55,69.7008,170.3133,-23.06,85,21,1.81,few clouds
327,luena,AO,2021-01-17 06:42:18,-11.7833,19.9167,65.75,92,99,7.14,light rain
328,vilhena,BR,2021-01-17 06:42:18,-12.7406,-60.1458,70.39,95,100,4.27,light rain
329,garowe,SO,2021-01-17 06:42:18,8.4054,48.4845,78.06,34,0,9.19,clear sky
330,palu,ID,2021-01-17 06:42:18,-0.8917,119.8707,76.57,81,100,3.65,heavy intensity rain
331,abu dhabi,AE,2021-01-17 06:32:40,24.4667,54.3667,64.4,72,0,3.44,clear sky
332,san luis,AR,2021-01-17 06:42:18,-33.295,-66.3356,54.52,57,0,2.59,clear sky
333,altamont,US,2021-01-17 06:42:18,42.2068,-121.7372,33.8,100,90,5.75,fog
334,berlevag,NO,2021-01-17 06:33:48,70.8578,29.0864,34.36,94,100,11.65,snow
335,port hedland,AU,2021-01-17 06:42:18,-20.3167,118.5667,107.6,19,87,10.36,overcast clouds
336,eureka,US,2021-01-17 06:42:18,40.8021,-124.1637,46.99,100,90,3.44,fog
337,lagoa,PT,2021-01-17 06:33:50,39.05,-27.9833,61.95,89,100,24.07,overcast clouds
338,kismayo,SO,2021-01-17 06:42:18,-0.3582,42.5454,82.38,68,42,14.0,scattered clouds
339,tres arroyos,AR,2021-01-17 06:42:18,-38.3739,-60.2798,59.11,83,100,13.35,overcast clouds
340,kysyl-syr,RU,2021-01-17 06:42:19,63.8986,122.7617,-39.95,80,100,5.82,overcast clouds
341,yeppoon,AU,2021-01-17 06:42:19,-23.1333,150.7333,87.8,45,100,10.36,overcast clouds
342,saint-georges,GD,2021-01-17 06:42:19,12.0564,-61.7485,77.0,78,40,11.5,scattered clouds
343,jacmel,HT,2021-01-17 06:42:19,18.2342,-72.5347,71.6,78,100,8.05,overcast clouds
344,meiringen,CH,2021-01-17 06:42:19,46.7268,8.184,30.0,100,90,3.44,light snow
345,nhulunbuy,AU,2021-01-17 06:34:14,-12.2333,136.7667,84.2,79,100,12.66,overcast clouds
346,mandalgovi,MN,2021-01-17 06:42:19,45.7625,106.2708,13.41,83,0,12.28,clear sky
347,zaranj,AF,2021-01-17 06:42:19,30.9667,61.8833,55.4,22,0,4.61,clear sky
348,gold coast,AU,2021-01-17 06:39:20,-28.0,153.4333,81.0,54,4,8.05,light rain
349,bad salzungen,DE,2021-01-17 06:42:19,50.8167,10.2333,28.0,68,100,3.98,light snow
350,tahoua,NE,2021-01-17 06:42:19,14.8888,5.2692,64.4,24,0,4.61,clear sky
351,calella,ES,2021-01-17 06:42:19,41.618,2.6678,46.99,63,91,4.16,overcast clouds
352,gombong,ID,2021-01-17 06:42:19,-7.6072,109.5142,86.67,64,70,8.5,light rain
353,victoria,HK,2021-01-17 06:31:06,22.2855,114.1577,66.99,49,23,1.01,few clouds
354,kijang,KR,2021-01-17 06:33:59,35.2442,129.2139,37.4,10,0,13.8,clear sky
355,caravelas,BR,2021-01-17 06:42:19,-17.7125,-39.2481,73.53,89,100,5.28,overcast clouds
356,amboasary,MG,2021-01-17 06:42:19,-25.0333,46.3833,96.75,35,54,4.32,broken clouds
357,muri,IN,2021-01-17 06:42:19,23.3667,85.8667,69.8,43,13,3.44,haze
358,marostica,IT,2021-01-17 06:42:20,45.7468,11.6579,32.0,85,98,1.5,overcast clouds
359,kandry,RU,2021-01-17 06:42:20,54.5667,54.1167,9.32,93,100,17.49,overcast clouds
360,arrecife,ES,2021-01-17 06:42:20,28.963,-13.5477,62.6,67,75,8.05,broken clouds
361,sinnamary,GF,2021-01-17 06:34:13,5.3833,-52.95,77.2,86,57,10.87,broken clouds
362,coquimbo,CL,2021-01-17 06:34:11,-29.9533,-71.3436,57.2,88,0,4.61,clear sky
363,alofi,NU,2021-01-17 06:33:57,-19.0595,-169.9187,80.6,83,100,4.61,overcast clouds
364,guayaramerin,BO,2021-01-17 06:40:04,-10.8368,-65.3614,74.39,92,100,2.93,light rain
365,lebu,CL,2021-01-17 06:33:53,-37.6167,-73.65,54.73,90,0,18.07,clear sky
366,glace bay,CA,2021-01-17 06:42:20,46.1969,-59.957,36.0,93,90,27.63,overcast clouds
367,vestmannaeyjar,IS,2021-01-17 06:34:25,63.4427,-20.2734,39.56,72,47,18.66,scattered clouds
368,harboore,DK,2021-01-17 06:42:20,56.6175,8.1807,30.0,94,97,15.75,overcast clouds
369,kolyvan,RU,2021-01-17 06:42:20,55.3053,82.7391,15.8,62,0,13.42,clear sky
370,smithers,CA,2021-01-17 06:42:20,54.7804,-127.1743,35.6,87,90,4.61,overcast clouds
371,cascais,PT,2021-01-17 06:42:20,38.6979,-9.4215,46.0,83,0,4.76,clear sky
372,margate,GB,2021-01-17 06:30:20,51.3813,1.3862,43.0,81,100,4.0,overcast clouds
373,nelson bay,AU,2021-01-17 06:33:48,-32.7167,152.15,75.99,57,100,14.97,overcast clouds
374,beloha,MG,2021-01-17 06:34:18,-25.1667,45.05,95.77,33,44,7.34,scattered clouds
375,kuna,US,2021-01-17 06:42:11,43.4918,-116.4201,33.01,100,7,0.83,mist
376,pitkyaranta,RU,2021-01-17 06:42:20,61.5734,31.4792,18.84,97,100,6.73,light snow
377,cotonou,BJ,2021-01-17 06:42:20,6.3654,2.4183,78.8,100,40,2.3,scattered clouds
378,yaan,NG,2021-01-17 06:42:21,7.3833,8.5667,75.25,70,30,2.59,scattered clouds
379,ancud,CL,2021-01-17 06:42:21,-41.8697,-73.8203,50.0,93,75,5.75,broken clouds
380,san-pedro,CI,2021-01-17 06:42:21,4.7485,-6.6363,73.9,93,6,5.68,light rain
381,amuntai,ID,2021-01-17 06:42:21,-2.4177,115.2494,92.25,47,87,5.12,light rain
382,seymchan,RU,2021-01-17 06:42:21,62.8833,152.4333,-37.79,79,100,1.39,overcast clouds
383,ginir,ET,2021-01-17 06:42:21,7.1333,40.7,68.59,24,34,5.12,scattered clouds
384,qaqortoq,GL,2021-01-17 06:42:21,60.7167,-46.0333,23.0,54,90,12.62,light snow
385,afrikanda,RU,2021-01-17 06:42:21,67.4429,32.7828,24.01,97,97,8.75,overcast clouds
386,kahului,US,2021-01-17 06:34:05,20.8947,-156.47,75.2,69,40,4.61,scattered clouds
387,denia,ES,2021-01-17 06:42:21,38.8408,0.1057,48.0,45,0,1.01,clear sky
388,ortigueira,BR,2021-01-17 06:42:21,-24.2083,-50.9494,66.88,100,100,3.29,overcast clouds
389,kirakira,SB,2021-01-17 06:42:21,-10.4544,161.9205,83.88,70,32,4.65,scattered clouds
390,lucapa,AO,2021-01-17 06:42:21,-8.4192,20.7447,72.19,82,100,2.17,overcast clouds
391,imeni poliny osipenko,RU,2021-01-17 06:33:58,52.4201,136.4853,-18.58,88,100,1.68,overcast clouds
392,ust-ilimsk,RU,2021-01-17 06:42:21,58.0006,102.6619,-19.53,80,100,4.85,overcast clouds
393,mabaruma,GY,2021-01-17 06:42:21,8.2,-59.7833,71.4,98,28,1.74,moderate rain
394,tocopilla,CL,2021-01-17 06:41:53,-22.092,-70.1979,65.46,61,77,2.28,broken clouds
395,navrongo,GH,2021-01-17 06:42:22,10.8956,-1.0921,66.58,24,68,7.99,broken clouds
396,la asuncion,VE,2021-01-17 06:42:22,11.0333,-63.8628,75.45,87,94,14.16,light rain
397,engels,RU,2021-01-17 06:42:22,51.5,46.1167,0.91,90,0,6.22,clear sky
398,opuwo,NA,2021-01-17 06:34:14,-18.0607,13.84,70.61,55,80,3.74,broken clouds
399,mayumba,GA,2021-01-17 06:42:22,-3.432,10.6554,78.96,79,69,6.22,broken clouds
400,kushmurun,KZ,2021-01-17 06:41:15,52.4503,64.6311,13.8,92,0,19.71,clear sky
401,srisailam,IN,2021-01-17 06:42:22,16.0833,78.8667,82.06,41,0,9.8,clear sky
402,katherine,AU,2021-01-17 06:42:22,-14.4667,132.2667,96.8,38,97,14.97,overcast clouds
403,tura,IN,2021-01-17 06:34:06,25.5198,90.2201,76.37,36,0,2.24,clear sky
404,charagua,BO,2021-01-17 06:42:22,-19.8,-63.2167,67.8,96,100,3.87,overcast clouds
405,hay river,CA,2021-01-17 06:42:22,60.8156,-115.7999,-2.2,84,52,1.14,broken clouds
406,muros,ES,2021-01-17 06:33:50,42.7762,-9.0603,48.0,95,90,3.98,overcast clouds
407,vytegra,RU,2021-01-17 06:42:22,61.0064,36.4481,0.12,93,94,5.08,overcast clouds
408,hovd,MN,2021-01-17 06:42:22,48.0056,91.6419,6.06,74,0,3.58,clear sky
409,xiongzhou,CN,2021-01-17 06:42:22,25.1167,114.3,58.1,32,86,12.24,overcast clouds
410,grindavik,IS,2021-01-17 06:33:58,63.8424,-22.4338,35.6,75,40,16.11,scattered clouds
411,lavumisa,SZ,2021-01-17 06:34:20,-27.31,31.892,75.2,83,100,5.75,overcast clouds
412,whitecourt,CA,2021-01-17 06:42:22,54.1502,-115.6855,29.95,90,100,2.53,overcast clouds
413,panacan,PH,2021-01-17 06:42:22,9.2463,118.4082,87.8,66,75,11.5,light rain
414,pisco,PE,2021-01-17 06:33:57,-13.7,-76.2167,68.0,77,0,6.91,clear sky
415,kirkland lake,CA,2021-01-17 06:42:22,48.1446,-80.0377,17.6,93,100,11.39,light snow
416,lorengau,PG,2021-01-17 06:34:11,-2.0226,147.2712,83.66,78,93,12.28,light rain
417,buta,CD,2021-01-17 06:42:23,2.7858,24.73,78.01,78,1,1.74,clear sky
418,boulogne-sur-mer,FR,2021-01-17 06:42:23,50.75,1.8333,44.6,76,0,16.11,clear sky
419,pilar,BR,2021-01-17 06:42:23,-9.5972,-35.9567,73.4,94,75,3.44,broken clouds
420,verkhnyaya sinyachikha,RU,2021-01-17 06:42:23,57.976,61.6673,14.99,95,100,7.87,overcast clouds
421,bay roberts,CA,2021-01-17 06:42:23,47.5999,-53.2648,32.0,93,98,3.0,overcast clouds
422,banjar,ID,2021-01-17 06:42:23,-8.19,114.9675,86.0,74,20,11.5,light rain
423,belmonte,BR,2021-01-17 06:42:23,-15.8631,-38.8828,75.2,83,20,4.61,few clouds
424,port macquarie,AU,2021-01-17 06:31:20,-31.4333,152.9167,77.0,55,72,1.01,broken clouds
425,tilichiki,RU,2021-01-17 06:33:55,60.4667,166.1,-23.24,85,3,12.53,clear sky
426,bongor,TD,2021-01-17 06:42:23,10.2806,15.3722,71.91,21,1,8.08,clear sky
427,bambanglipuro,ID,2021-01-17 06:42:23,-7.95,110.2833,86.32,62,82,11.92,light rain
428,quelimane,MZ,2021-01-17 06:42:23,-17.8786,36.8883,87.8,70,20,6.91,few clouds
429,matagami,CA,2021-01-17 06:42:23,49.7502,-77.6328,23.0,100,90,10.36,light snow
430,sao carlos,BR,2021-01-17 06:40:38,-22.0175,-47.8908,65.98,99,100,5.5,overcast clouds
431,benalla,AU,2021-01-17 06:42:23,-36.55,145.9833,80.6,22,0,12.66,clear sky
432,san quintin,MX,2021-01-17 06:34:10,30.4833,-115.95,61.54,41,0,1.81,clear sky
433,codrington,AU,2021-01-17 06:33:57,-38.2667,141.9667,60.58,67,17,15.3,few clouds
434,barcelos,PT,2021-01-17 06:38:42,41.5388,-8.6151,35.6,100,3,2.3,clear sky
435,dubna,RU,2021-01-17 06:42:23,56.7333,37.1667,-12.46,89,73,4.54,broken clouds
436,puerto del rosario,ES,2021-01-17 06:42:23,28.5004,-13.8627,62.6,67,90,11.5,overcast clouds
437,sonoita,MX,2021-01-17 06:42:23,31.85,-112.8333,57.99,20,91,5.79,overcast clouds
438,nishihara,JP,2021-01-17 06:42:24,26.1842,127.7558,60.8,47,75,10.36,broken clouds
439,salinas,US,2021-01-17 06:42:24,36.6777,-121.6555,51.8,87,90,2.93,fog
440,marawi,PH,2021-01-17 06:33:52,7.9986,124.2928,81.0,86,100,4.0,overcast clouds
441,leshukonskoye,RU,2021-01-17 06:34:21,64.8989,45.7622,-10.46,86,83,4.27,broken clouds
442,yumen,CN,2021-01-17 06:42:24,40.2833,97.2,29.71,75,0,29.95,clear sky
443,aleksandrov gay,RU,2021-01-17 06:42:24,50.147,48.5704,4.21,94,74,6.76,broken clouds
444,dergachi,RU,2021-01-17 06:42:24,51.2328,48.7659,0.48,93,0,8.95,clear sky
445,ushumun,RU,2021-01-17 06:42:24,52.7833,126.5333,-15.12,87,100,4.68,overcast clouds
